ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 5	8	2	5	3	45	Outagamie	City	241	Kaukauna	45241	9	Wards 7 & 8	1248	338	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 5	8	2	5	3	45	Outagamie	City	241	Kaukauna	45241	12	Wards 9 - 11	1303	369	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 5	8	2	5	3	45	Outagamie	City	281	Seymour	45281	3	Wards 1 - 6	1071	539	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 5	8	2	5	3	59	Shawano	Town	30	Maple Grove	59030	2	Wards 1 & 2	269	190	1		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	19384	10684	15		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	John Powers	Gary Tauchen	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	2	Abrams	43002	2	Wards 1 - 4	463	475	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	6	Bagley	43006	2		58	91	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	8	Brazeau	43008	2	Wards 1 - 3	327	360	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	10	Breed	43010	2		152	185	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	16	Gillett	43016	2	Wards 1 & 2	166	322	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	18	How	43018	4	Wards 1 - 3	98	203	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	26	Maple Valley	43026	2	Wards 1 & 2	135	211	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	28	Morgan	43028	2		230	259	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	32	Oconto Falls	43032	2	Wards 1 & 2	305	341	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	38	Spruce	43038	2	Wards 1 & 2	193	210	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Town	44	Underhill	43044	2		172	152	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	Village	181	Suring	43181	2		120	107	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	City	231	Gillett	43231	4	Wards 1 - 4	273	283	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	43	Oconto	City	266	Oconto Falls	43266	4	Wards 1 - 5	584	549	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	4	Bovina	45004	2	Wards 1 & 2	312	262	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	14	Deer Creek	45014	2	Wards 1 & 2	135	140	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	16	Ellington	45016	2	Wards 1 - 4	568	804	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	28	Liberty	45028	2		182	247	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	30	Maine	45030	2		189	206	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Town	32	Maple Creek	45032	2		144	152	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Village	106	Bear Creek	45106	2		78	55	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	45	Outagamie	Village	181	Shiocton	45181	2		246	130	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	4	Angelica	59004	2	Wards 1 - 3	356	473	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	10	Belle Plaine	59010	2	Wards 1 - 3	341	568	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	18	Grant	59018	2	Wards 1 & 2	183	274	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	20	Green Valley	59020	2	Wards 1 & 2	218	275	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	22	Hartland	59022	2		120	280	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	24	Herman	59024	2	Wards 1 & 2	157	227	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	28	Lessor	59028	2	Wards 1 & 2	226	353	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	32	Morris	59032	2	Wards 1 & 2	126	100	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	34	Navarino	59034	2		91	132	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	36	Pella	59036	2		194	251	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	40	Richmond	59040	2	Wards 1 - 3	357	656	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	42	Seneca	59042	2		128	146	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	44	Washington	59044	2	Wards 1 & 2	434	571	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	46	Waukechon	59046	2	Wards 1 & 2	173	286	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Town	48	Wescott	59048	2	Wards 1 - 5	788	856	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Village	107	Bonduel	59107	2	Wards 1 & 2	175	480	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Village	108	Bowler	59108	2		80	34	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Village	111	Cecil	59111	2		106	153	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	Village	131	Gresham	59131	2		134	113	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	7	Wards 1 & 2	295	379	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	8	Wards 3 & 4	279	274	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	9	Wards 5 & 6	281	250	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	10	Wards 7 & 8	267	235	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	11	Wards 9 & 10	425	383	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	3	59	Shawano	City	281	Shawano	59281	12	Wards 11 & 12	321	390	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	4	69	Waupaca	Town	28	Matteson	69028	2		189	256	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 6	8	2	6	4	69	Waupaca	Village	121	Embarrass	69121	2		57	98	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	11631	14237	6		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Peggy Krusick	Corrine Wiesmueller	Brad Sponholz	Scattering 	
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican	Libertarian		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	22	Ward 1	600	348	85	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	23	Ward 2	607	359	20	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	24	Ward 3	502	300	18	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	25	Ward 4	466	291	20	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	26	Ward 5	541	337	16	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	29	Ward 8	665	378	13	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	34	Ward 13	361	240	14	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	35	Ward 14	529	288	31	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	36	Ward 15	318	205	8	2	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	37	Ward 16	368	257	11	2	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	38	Ward 17	440	271	16	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	39	Ward 18	535	398	23	2	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	40	Ward 19	684	554	15	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	41	Ward 20	591	520	16	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	1	3	7	1	41	Milwaukee	City	236	Greenfield	41236	42	Ward 21	420	335	20	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	184	Ward 184	666	419	20	3	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	185	Ward 185	426	181	14	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	186	Ward 186	398	279	14	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	187	Ward 187	378	204	12	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	188	Ward 188	687	358	24	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	189	Ward 189	747	343	24	3	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	190	Ward 190	715	379	23	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	193	Ward 193	518	450	19	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	194	Ward 194	335	250	15	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	195	Ward 195	333	277	10	0	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	196	Ward 196	812	491	29	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	197	Ward 197	764	452	34	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	198	Ward 198	671	420	28	5	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	199	Ward 199	516	304	24	1	
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 7	4	3	7	1	41	Milwaukee	City	251	Milwaukee	41251	231	Ward 231	975	690	39	0	
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	16568	10578	655	30	
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Pedro Colon	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	63	Ward 63	244	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	64	Ward 64	606	14			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	132	Ward 132	336	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	133	Ward 133	273	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	134	Ward 134	405	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	135	Ward 135	602	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	139	Ward 139	247	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	201	Ward 201	652	13			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	202	Ward 202	367	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	203	Ward 203	303	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	204	Ward 204	252	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	205	Ward 205	221	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	206	Ward 206	333	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	207	Ward 207	319	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	208	Ward 208	264	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	209	Ward 209	456	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	210	Ward 210	358	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	211	Ward 211	364	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	212	Ward 212	419	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	213	Ward 213	302	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	214	Ward 214	206	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	215	Ward 215	363	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	291	Ward 291	248	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	292	Ward 292	421	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 8	4	3	8	1	41	Milwaukee	City	251	Milwaukee	41251	293	Ward 293	182	5			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	8743	155			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Josh Zepnick	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	136	Ward 136	569	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	137	Ward 137	480	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	138	Ward 138	592	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	140	Ward 140	507	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	141	Ward 141	362	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	142	Ward 142	607	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	143	Ward 143	313	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	144	Ward 144	557	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	145	Ward 145	630	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	146	Ward 146	539	16			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	182	Ward 182	245	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	183	Ward 183	340	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	200	Ward 200	1194	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	217	Ward 217	544	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	218	Ward 218	606	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	219	Ward 219	454	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	220	Ward 220	749	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	221	Ward 221	666	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	242	Ward 242	465	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	243	Ward 243	405	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	244	Ward 244	398	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	245	Ward 245	462	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	246	Ward 246	330	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	247	Ward 247	403	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	248	Ward 248	407	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	294	Ward 294	237	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	295	Ward 295	458	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 9	4	3	9	1	41	Milwaukee	City	251	Milwaukee	41251	296	Ward 296	551	9			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	14070	210			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Annette Polly Williams	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	5	4	10	1	41	Milwaukee	City	231	Glendale	41231	10	Ward 1	488	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	5	4	10	1	41	Milwaukee	City	231	Glendale	41231	15	Wards 6 & 12	970	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	1	Ward 1	927	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	2	Ward 2	657	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	3	Ward 3	876	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	11	Ward 11	664	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	13	Ward 13	693	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	16	Ward 16	793	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	17	Ward 17	1349	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	19	Ward 19	866	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	41	Ward 41	1092	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	48	Ward 48	933	13			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	95	Ward 95	829	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	96	Ward 96	582	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	97	Ward 97	700	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	98	Ward 98	630	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	99	Ward 99	888	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	100	Ward 100	762	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	101	Ward 101	891	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 10	4	4	10	1	41	Milwaukee	City	251	Milwaukee	41251	102	Ward 102	520	16			
